title,year,tg,tg_adj,op,op_adj,tg_theaters,op_theaters,opdate,cldate,days,budget
Need for Speed,2014.0,43577636,144.223,17844939,5728.712,3115,3115,3/14/2014,6/19/2014,97.0,66000000.0
A Million Ways to Die in the West,2014.0,43139300,284.41,16797385,5318.995,3160,3158,5/30/2014,7/17/2014,48.0,40000000.0
John Wick,2014.0,43037835,184.704,14415922,5568.143,2589,2589,10/24/2014,1/22/2015,90.0,20000000.0
Birdman,2014.0,42340598,192.849,424397,106099.25,1213,4,10/17/2014,4/16/2015,181.0,18000000.0
Dolphin Tale 2,2014.0,42024533,118.502,15873397,4341.739,3656,3656,9/12/2014,12/18/2014,97.0,36000000.0
The Expendables 3,2014.0,39322544,196.906,15879645,4930.036,3221,3221,8/15/2014,10/16/2014,62.0,
Earth to Echo,2014.0,38934842,100.451,8364658,2589.677,3230,3230,7/2/2014,10/30/2014,120.0,13000000.0
Sex Tape,2014.0,38543473,193.657,14608152,4770.788,3062,3062,7/18/2014,9/21/2014,65.0,40000000.0
Wild (2014),2014.0,37880356,179.566,606810,28895.714,1361,21,12/3/2014,5/7/2015,155.0,
Million Dollar Arm,2014.0,36457627,124.495,10515659,3483.16,3019,3019,5/16/2014,8/21/2014,97.0,25000000.0
The Theory of Everything,2014.0,35893537,183.881,208763,41752.6,1220,5,11/7/2014,4/16/2015,160.0,15000000.0
This is Where I Leave You,2014.0,34296320,157.346,11558149,4030.038,2868,2868,9/19/2014,12/4/2014,76.0,19800000.0
The Gambler,2014.0,33680992,241.157,9129999,3684.423,2494,2478,12/25/2014,2/19/2015,56.0,25000000.0
Paranormal Activity: The Marked Ones,2014.0,32462372,234.582,18343611,6398.19,2883,2867,1/3/2014,2/20/2014,48.0,5000000.0
Nightcrawler,2014.0,32381217,120.689,10441000,3774.765,2766,2766,10/31/2014,2/5/2015,97.0,8500000.0
Chef,2014.0,31424003,193.676,204961,34160.167,1298,6,5/9/2014,9/11/2014,125.0,
Get On Up,2014.0,30703100,259.072,13585915,5504.828,2469,2468,8/1/2014,9/18/2014,48.0,
3 Days to Kill,2014.0,30697999,128.78,12242218,4262.611,2872,2872,2/21/2014,5/15/2014,83.0,28000000.0
Deliver Us From Evil,2014.0,30577122,257.143,9740471,3194.644,3049,3049,7/2/2014,8/10/2014,39.0,30000000.0
When the Game Stands Tall,2014.0,30127963,151.281,8381509,3135.619,2766,2673,8/22/2014,11/2/2014,72.0,15000000.0
Draft Day,2014.0,28842237,150.307,9783603,3518.016,2781,2781,4/11/2014,6/19/2014,69.0,
Oculus,2014.0,27695246,137.617,12005402,4533.762,2648,2648,4/11/2014,6/26/2014,76.0,5000000.0
The Best of Me,2014.0,26766213,101.295,10003827,3407.298,2936,2936,10/17/2014,1/15/2015,90.0,26000000.0
A Walk Among the Tombstones,2014.0,26307600,285.097,12758780,4704.565,2714,2712,9/19/2014,10/23/2014,34.0,28000000.0
That Awkward Moment,2014.0,26068955,149.686,8742109,3112.178,2809,2809,1/31/2014,4/3/2014,62.0,8000000.0
Boyhood,2014.0,25352281,128.79,387618,77523.6,775,5,7/11/2014,3/22/2015,254.0,4000000.0
Top Five,2014.0,25317379,322.802,6896593,7044.528,1426,979,12/12/2014,2/5/2015,55.0,
The November Man,2014.0,25018119,140.817,7911597,2849.999,2776,2776,8/27/2014,10/30/2014,64.0,
Endless Love (2014),2014.0,23438250,238.039,13307125,4595.002,2896,2896,2/14/2014,3/20/2014,34.0,20000000.0
Pompeii,2014.0,23219748,150.617,10340823,3890.453,2658,2658,2/21/2014,4/20/2014,58.0,100000000.0
Transcendence,2014.0,23022309,107.475,10886386,3150.908,3455,3455,4/18/2014,6/19/2014,62.0,100000000.0
As Above/So Below,2014.0,21321100,196.237,8632820,3270.008,2650,2640,8/29/2014,10/9/2014,41.0,
Brick Mansions,2014.0,20396829,111.676,9516855,3595.336,2647,2647,4/25/2014,7/3/2014,69.0,28000000.0
"I, Frankenstein",2014.0,19075290,125.98,8610441,3127.657,2753,2753,1/24/2014,3/20/2014,55.0,65000000.0
The Legend of Hercules,2014.0,18848538,144.491,8868318,4214.98,2104,2104,1/10/2014,3/13/2014,62.0,70000000.0
Bears,2014.0,17780194,110.367,4776267,2776.899,1790,1720,4/18/2014,7/17/2014,90.0,
Addicted,2014.0,17390770,304.914,7485346,8847.927,1037,846,10/10/2014,12/4/2014,55.0,
A Haunted House 2,2014.0,17329486,136.399,8843875,3828.517,2310,2310,4/18/2014,6/12/2014,55.0,4000000.0
A Most Wanted Man,2014.0,17237855,193.878,2687227,7443.842,801,361,7/25/2014,11/13/2014,111.0,
Begin Again,2014.0,16170632,111.89,134064,26812.8,1302,5,6/27/2014,10/16/2014,111.0,
Tyler Perry's The Single Moms Club,2014.0,15973881,175.522,8075111,4259.025,1896,1896,3/14/2014,5/1/2014,48.0,
Devil's Due,2014.0,15821461,100.309,8308220,3265.81,2544,2544,1/17/2014,3/20/2014,62.0,7000000.0
And So It Goes,2014.0,15160801,120.992,4642329,2634.693,1816,1762,7/25/2014,10/2/2014,69.0,
Step Up All In,2014.0,14904384,130.786,6469857,3122.518,2072,2072,8/8/2014,10/2/2014,55.0,
Beyond the Lights,2014.0,14618727,98.451,6200284,3465.782,1789,1789,11/14/2014,2/5/2015,83.0,7000000.0
Big Eyes,2014.0,14482031,113.028,3001738,2296.663,1408,1307,12/25/2014,3/26/2015,91.0,
America (2014),2014.0,14444502,189.449,38608,12869.333,1105,3,6/27/2014,9/4/2014,69.0,
Left Behind (2014),2014.0,14019924,107.677,6300147,3452.135,1887,1825,10/3/2014,12/11/2014,69.0,16000000.0
Frank Miller's Sin City: A Dame to Kill For,2014.0,13757804,99.04,6317683,2183.028,2894,2894,8/22/2014,10/9/2014,48.0,
Labor Day,2014.0,13371528,107.807,5175282,2002.818,2584,2584,1/31/2014,3/20/2014,48.0,18000000.0
Whiplash,2014.0,13092000,125.489,135388,22564.667,567,6,10/10/2014,4/12/2015,184.0,3300000.0
Winter's Tale,2014.0,12600231,88.535,7297694,2461.28,2965,2965,2/14/2014,4/3/2014,48.0,60000000.0
Foxcatcher,2014.0,12096300,139.8,270877,45146.167,759,6,11/14/2014,3/8/2015,114.0,
Belle,2014.0,10726630,173.15,106578,26644.5,525,4,5/2/2014,8/28/2014,118.0,
The Drop,2014.0,10724389,145.112,4104552,5073.612,1192,809,9/12/2014,11/13/2014,62.0,12600000.0
P.K.,2014.0,10616104,709.633,3565258,13107.566,272,272,12/19/2014,2/12/2015,55.0,
Island of Lemurs: Madagascar (IMAX),2014.0,10546605,50.032,188307,5089.378,302,37,4/4/2014,03/02/2016,698.0,
Magic in the Moonlight,2014.0,10539326,92.652,412095,24240.882,964,17,7/25/2014,11/20/2014,118.0,
Sabotage (2014),2014.0,10508518,88.064,5272444,2120.854,2486,2486,3/28/2014,5/15/2014,48.0,
Moms' Night Out,2014.0,10429707,153.401,4311083,4129.39,1046,1044,5/9/2014,7/13/2014,65.0,5000000.0
The Quiet Ones,2014.0,8509867,102.397,3880053,1914.185,2027,2027,4/25/2014,6/5/2014,41.0,
Legends of Oz: Dorothy's Return,2014.0,8462027,38.357,3747780,1410.0,2658,2658,5/9/2014,7/31/2014,83.0,70000000.0
Inherent Vice,2014.0,8110975,163.435,328184,65636.8,653,5,12/12/2014,2/26/2015,76.0,
Vampire Academy,2014.0,7791979,46.965,3921742,1465.524,2676,2676,2/7/2014,4/10/2014,62.0,
Bad Words,2014.0,7779614,95.31,113301,18883.5,1074,6,3/14/2014,5/29/2014,76.0,
Cantinflas,2014.0,6382924,309.971,2661253,6966.631,429,382,8/29/2014,10/16/2014,48.0,
The Interview (2014),2014.0,6105175,338.969,1794666,5421.952,581,331,12/25/2014,1/25/2015,31.0,
Meet the Mormons,2014.0,6047363,145.282,2509808,7917.375,333,317,10/10/2014,2/12/2015,125.0,
A Most Violent Year,2014.0,5749134,60.589,172788,43197.0,818,4,12/31/2014,4/26/2015,116.0,20000000.0
Cesar Chavez,2014.0,5571497,204.654,2861528,4309.53,664,664,3/28/2014,5/8/2014,41.0,
The Skeleton Twins,2014.0,5284309,110.218,380691,25379.4,461,15,9/12/2014,12/25/2014,104.0,
The Wind Rises,2014.0,5209580,116.702,313751,14940.524,496,21,2/21/2014,5/22/2014,90.0,
Snowpiercer,2014.0,4563650,108.638,171187,21398.375,356,8,6/27/2014,10/23/2014,118.0,
The Railway Man,2014.0,4438438,76.262,61845,15461.25,600,4,4/11/2014,7/17/2014,97.0,
Dear White People,2014.0,4404154,112.065,347959,31632.636,393,11,10/17/2014,1/25/2015,100.0,
The Lunchbox,2014.0,4235151,127.067,44542,14847.333,165,3,2/28/2014,9/18/2014,202.0,
My Old Lady,2014.0,4013786,115.768,124680,11334.545,273,11,9/10/2014,1/15/2015,127.0,
Mr. Turner,2014.0,3958500,289.364,109000,21800.0,120,5,12/19/2014,4/12/2015,114.0,
Ida,2014.0,3827060,5586.949,55438,18479.333,137,3,5/2/2014,5/7/2014,5.0,
Fading Gigolo,2014.0,3769873,117.661,180801,36160.2,356,5,4/18/2014,7/17/2014,90.0,
Calvary,2014.0,3600006,147.107,74149,18537.25,322,4,8/1/2014,10/16/2014,76.0,
Wish I Was Here,2014.0,3591299,86.715,484401,7123.544,753,68,7/18/2014,9/11/2014,55.0,
Ghostbusters (30th Anniversary re-release),2014.0,3580343,228.338,1756513,2240.45,784,784,8/29/2014,9/18/2014,20.0,
Mommy,2014.0,3494070,232.581,473882,7643.258,83,62,9/19/2014,3/19/2015,181.0,
What If (2014),2014.0,3493000,108.253,133898,6694.9,787,20,8/8/2014,9/18/2014,41.0,
The Grand Seduction,2014.0,3430018,265.975,323743,3444.074,124,94,5/30/2014,9/11/2014,104.0,
Veronica Mars,2014.0,3322127,233.509,1988351,6832.821,347,291,3/14/2014,4/24/2014,41.0,6000000.0
Before I Go To Sleep,2014.0,3242457,85.238,1843347,969.162,1902,1902,10/31/2014,11/20/2014,20.0,
Rosewater,2014.0,3128941,175.704,1154303,3111.329,371,371,11/14/2014,1/1/2015,48.0,
Obvious Child,2014.0,3123963,123.721,77315,25771.667,202,3,6/6/2014,10/9/2014,125.0,
The Trip to Italy,2014.0,2880537,168.315,71712,23904.0,199,3,8/15/2014,11/9/2014,86.0,
The Identical,2014.0,2827666,72.282,1587137,811.42,1956,1956,9/5/2014,9/25/2014,20.0,
The Fluffy Movie,2014.0,2827393,192.497,1311446,3035.755,432,432,7/25/2014,8/28/2014,34.0,
Citizenfour,2014.0,2800870,141.888,126321,25264.2,105,5,10/24/2014,4/30/2015,188.0,
Kirk Cameron's Saving Christmas,2014.0,2783970,165.614,992087,2419.724,410,410,11/14/2014,12/25/2014,41.0,
The Pyramid,2014.0,2756333,73.161,1369935,2325.866,685,589,12/5/2014,1/29/2015,55.0,
The Good Lie,2014.0,2722209,60.876,841422,1825.21,461,461,10/3/2014,1/8/2015,97.0,
The Raid 2,2014.0,2627209,33.179,165292,23613.143,954,7,3/28/2014,6/19/2014,83.0,
Under the Skin (2014),2014.0,2614251,112.528,133154,33288.5,176,4,4/4/2014,8/14/2014,132.0,13300000.0
The Admiral: Roaring Currents,2014.0,2589811,639.46,51431,51431.0,45,1,8/8/2014,11/6/2014,90.0,
Dragon Ball Z: Battle of Gods,2014.0,2553002,409.923,296414,4780.871,692,62,8/5/2014,8/14/2014,9.0,
Bang Bang,2014.0,2546172,552.675,1278690,4718.413,271,271,10/2/2014,10/19/2014,17.0,
Kick,2014.0,2472695,508.785,1071373,5952.072,180,180,7/25/2014,8/21/2014,27.0,
Kill the Messenger,2014.0,2450846,92.576,941809,2518.206,427,374,10/10/2014,12/11/2014,62.0,
The Homesman,2014.0,2429989,105.249,45433,11358.25,222,4,11/14/2014,2/26/2015,104.0,
Ode to My Father,2014.0,2300121,560.458,33880,33880.0,38,1,12/25/2014,4/12/2015,108.0,
Love is Strange,2014.0,2262223,182.144,117276,23455.2,138,5,8/22/2014,11/20/2014,90.0,
2 States,2014.0,2238174,398.464,1073898,7954.8,137,135,4/18/2014,5/29/2014,41.0,
Le Week-End,2014.0,2225098,127.681,43608,14536.0,157,3,3/14/2014,7/3/2014,111.0,
Anchorman 2 (R-Rated Extended Cut),2014.0,2184339,82.929,1358833,1031.764,1317,1317,2/28/2014,3/20/2014,20.0,
2014 Oscar Nominated Short Films,2014.0,2171849,433.503,329505,3138.143,167,105,1/31/2014,3/2/2014,30.0,
Words and Pictures,2014.0,2171257,111.69,87879,8787.9,216,10,5/23/2014,8/21/2014,90.0,
Gloria (2014),2014.0,2107925,172.639,56454,18818.0,110,3,1/24/2014,5/15/2014,111.0,
The Immigrant,2014.0,2025328,281.296,44064,14688.0,150,3,5/16/2014,7/3/2014,48.0,
Only Lovers Left Alive,2014.0,1879534,123.654,87989,21997.25,95,4,4/11/2014,9/18/2014,160.0,7000000.0
Tusk,2014.0,1826705,55.171,846831,1406.696,602,602,9/19/2014,11/13/2014,55.0,
Tim's Vermeer,2014.0,1671377,109.8,49777,12444.25,129,4,1/31/2014,5/29/2014,118.0,
Persecuted,2014.0,1558836,78.444,851391,1156.781,736,736,7/18/2014,8/14/2014,27.0,
Awake: The Life of Yogananda,2014.0,1539680,218.86,18885,18885.0,21,1,10/10/2014,9/10/2015,335.0,
Fed Up,2014.0,1538899,133.307,126028,7001.556,104,18,5/9/2014,8/28/2014,111.0,
Finding Vivian Maier,2014.0,1514782,115.676,63600,21200.0,97,3,3/28/2014,8/10/2014,135.0,
Pride (2014),2014.0,1446634,212.116,100040,10004.0,124,10,9/26/2014,11/20/2014,55.0,
"Two Days, One Night",2014.0,1436243,89.319,30700,15350.0,120,2,12/24/2014,5/7/2015,134.0,
Locke,2014.0,1375769,102.432,81006,20251.5,121,4,4/25/2014,8/14/2014,111.0,
Gimme Shelter,2014.0,1359910,103.889,689070,1789.792,385,385,1/24/2014,2/27/2014,34.0,
Force Majeure,2014.0,1359497,151.459,23309,11654.5,68,2,10/24/2014,3/5/2015,132.0,
Jai Ho,2014.0,1264515,324.235,840506,4310.287,195,195,1/24/2014,2/13/2014,20.0,
Singham Returns,2014.0,1232018,285.321,654045,5149.961,127,127,8/15/2014,9/18/2014,34.0,
Repentance,2014.0,1189612,280.635,501290,3297.961,157,152,2/28/2014,3/27/2014,27.0,
The Remaining,2014.0,1169603,312.728,159143,2375.269,85,67,9/5/2014,10/19/2014,44.0,
Hector And The Search For Happiness,2014.0,1124445,68.272,40847,10211.75,183,4,9/19/2014,12/18/2014,90.0,
The Rover,2014.0,1114423,26.564,69302,13860.4,608,5,6/13/2014,8/21/2014,69.0,12000000.0
Walking with the Enemy,2014.0,1112592,18.831,331855,1286.26,258,258,4/25/2014,12/10/2014,229.0,
Leviathan (2014),2014.0,1092800,170.75,15200,7600.0,80,2,12/25/2014,3/15/2015,80.0,
The Captive,2014.0,1075178,64.672,407804,3089.424,133,132,9/5/2014,1/8/2015,125.0,
Laggies,2014.0,1066981,63.398,74139,14827.8,306,5,10/24/2014,12/18/2014,55.0,
50 to 1,2014.0,1064454,38.294,78480,4130.526,133,19,3/21/2014,10/16/2014,209.0,
Haider,2014.0,1048143,314.569,508084,4269.613,119,119,10/2/2014,10/30/2014,28.0,
Third Person,2014.0,1021398,46.387,38856,7771.2,227,5,6/20/2014,9/25/2014,97.0,
Stalingrad (2014),2014.0,1013945,88.974,510846,1658.591,308,308,2/28/2014,4/6/2014,37.0,
The Song,2014.0,1009620,109.98,568596,1672.341,340,340,9/26/2014,10/23/2014,27.0,
Enemy,2014.0,1008726,135.581,16161,16161.0,120,1,3/14/2014,5/15/2014,62.0,
The Babadook,2014.0,964413,115.915,30007,10002.333,80,3,11/28/2014,3/12/2015,104.0,
Shaadi Ke Side Effects,2014.0,921277,315.939,582672,5395.111,108,108,2/28/2014,3/27/2014,27.0,
Mas Negro Que La Noche,2014.0,870063,181.037,539867,3032.961,178,178,9/26/2014,10/23/2014,27.0,
Particle Fever,2014.0,869838,277.726,53901,13475.25,27,4,3/5/2014,6/29/2014,116.0,
Song of the Sea,2014.0,857522,111.657,21910,10955.0,48,2,12/19/2014,5/28/2015,160.0,
Atlas Shrugged Part III: Who Is John Galt?,2014.0,846704,174.939,461179,1905.698,242,242,9/12/2014,10/2/2014,20.0,
Kochadaiiyaan,2014.0,817192,390.441,583172,3622.186,161,161,5/23/2014,6/5/2014,13.0,
Saw 10th Anniversary,2014.0,815324,65.869,650051,315.1,2063,2063,10/31/2014,11/6/2014,6.0,
Life Itself,2014.0,810454,77.928,131411,5713.522,100,23,7/4/2014,10/16/2014,104.0,
Nymphomaniac: Volume I,2014.0,785896,148.003,158369,6334.76,59,25,3/21/2014,6/19/2014,90.0,
Breakup Buddies,2014.0,777896,675.257,230204,11510.2,24,20,10/3/2014,11/20/2014,48.0,
Palo Alto,2014.0,767732,107.752,63461,15865.25,57,4,5/9/2014,9/11/2014,125.0,
Ek Villain,2014.0,730530,540.333,414116,3981.885,104,104,6/27/2014,7/10/2014,13.0,
Land Ho!,2014.0,727594,79.736,34319,8579.75,73,4,7/11/2014,11/13/2014,125.0,
Yves Saint Laurent,2014.0,723593,327.714,24207,12103.5,24,2,6/25/2014,9/25/2014,92.0,
Khoobsurat,2014.0,710508,727.98,345085,6054.123,61,57,9/19/2014,10/5/2014,16.0,
Holiday (2014),2014.0,706893,545.442,394797,2741.646,144,144,6/6/2014,6/15/2014,9.0,
"Men, Women & Children",2014.0,705908,40.036,48024,2824.941,608,17,10/1/2014,10/30/2014,29.0,
The Tale of The Princess Kaguya,2014.0,703232,151.559,54915,18305.0,29,3,10/17/2014,3/26/2015,160.0,
Frankie & Alice (2014),2014.0,695876,150.72,350647,2050.567,171,171,4/4/2014,5/1/2014,27.0,
A Matter of Faith,2014.0,669557,238.446,138677,5547.08,52,25,10/17/2014,12/10/2014,54.0,
Jodorowsky's Dune,2014.0,647280,80.387,36018,12006.0,61,3,3/21/2014,7/31/2014,132.0,
Hasee Toh Phasee,2014.0,646035,271.9,336985,3829.375,88,88,2/7/2014,3/6/2014,27.0,
Frank,2014.0,645186,72.902,16056,16056.0,75,1,8/15/2014,12/11/2014,118.0,
Mary Kom,2014.0,621300,343.83,370277,2663.863,139,139,9/5/2014,9/18/2014,13.0,
Finding Fanny,2014.0,615691,848.059,515393,4259.446,121,121,9/12/2014,9/18/2014,6.0,
The Signal (2014),2014.0,600896,86.634,155642,1297.017,204,120,6/13/2014,7/17/2014,34.0,
The Disappearance of Eleanor Rigby,2014.0,587774,76.883,66941,16735.25,139,4,9/12/2014,11/6/2014,55.0,
Back in Time (Congcong Nanian),2014.0,569280,837.176,206591,10329.55,20,20,12/12/2014,1/15/2015,34.0,
Forrest Gump (IMAX),2014.0,557683,275.808,398560,1182.671,337,337,9/5/2014,9/11/2014,6.0,
The Attorney,2014.0,557236,897.32,216035,8001.296,27,27,2/7/2014,3/2/2014,23.0,
23 Blast,2014.0,549185,32.966,337091,546.339,617,617,10/24/2014,11/20/2014,27.0,
On Any Sunday: The Next Chapter,2014.0,543044,146.927,320894,1389.152,231,231,11/7/2014,11/23/2014,16.0,
Highway (2014),2014.0,529136,237.174,326654,3367.567,97,97,2/21/2014,3/16/2014,23.0,
Dom Hemingway,2014.0,523511,94.377,29276,7319.0,129,4,4/2/2014,5/15/2014,43.0,
A Hard Day's Night (2014 re-release),2014.0,515005,236.675,220542,2162.176,136,102,7/4/2014,7/20/2014,16.0,
The One I Love,2014.0,513447,113.846,48059,6007.375,82,8,8/22/2014,10/16/2014,55.0,
Tracks (2014),2014.0,510007,110.319,21544,5386.0,67,4,9/19/2014,11/27/2014,69.0,
The Two Faces of January,2014.0,507463,95.567,43116,7186.0,59,6,9/26/2014,12/25/2014,90.0,
Last Days in Vietnam,2014.0,466114,107.153,30500,15250.0,25,2,9/5/2014,2/26/2015,174.0,
In Secret,2014.0,444179,128.45,265586,998.444,266,266,2/21/2014,3/6/2014,13.0,
But Always (Yi Sheng Yi Shi),2014.0,430760,525.317,144720,7236.0,20,20,9/5/2014,10/16/2014,41.0,
Beijing Love Story,2014.0,428318,870.565,140106,15567.333,12,9,2/14/2014,3/27/2014,41.0,
Cold in July,2014.0,427418,84.856,40317,6719.5,73,6,5/23/2014,7/31/2014,69.0,
She's Beautiful When She's Angry,2014.0,421573,69.122,10505,10505.0,19,1,12/5/2014,10/22/2015,321.0,
The German Doctor,2014.0,418392,195.055,34259,6851.8,39,5,4/25/2014,6/19/2014,55.0,
The Pirates,2014.0,415775,554.367,26025,26025.0,25,1,9/5/2014,10/5/2014,30.0,
Humpty Sharma Ki Dulhania,2014.0,380011,1881.243,380011,3762.485,101,101,7/11/2014,7/13/2014,2.0,
Women Who Flirt (Sajiao Nvren),2014.0,375495,302.331,74052,2848.154,27,26,11/26/2014,1/11/2015,46.0,
Venus in Fur,2014.0,373605,162.791,24761,12380.5,45,2,6/20/2014,8/10/2014,51.0,
Joe (2014),2014.0,373375,189.723,105881,2205.854,48,48,4/11/2014,5/22/2014,41.0,
Glen Campbell... I'll Be Me,2014.0,365422,294.221,86741,8674.1,18,10,10/24/2014,1/1/2015,69.0,
Omar,2014.0,356000,746.331,157000,2962.264,53,53,2/21/2014,3/2/2014,9.0,
The Face of Love,2014.0,350006,173.614,24660,8220.0,42,3,3/7/2014,4/24/2014,48.0,
Le Chef,2014.0,342667,310.95,11290,11290.0,19,1,6/20/2014,8/17/2014,58.0,
Jimi: All Is By My Side,2014.0,340911,227.274,97008,2853.176,75,34,9/26/2014,10/16/2014,20.0,
Chinese Puzzle,2014.0,338523,188.278,23544,11772.0,29,2,5/16/2014,7/17/2014,62.0,
I Origins,2014.0,336472,81.117,27652,6913.0,122,4,7/18/2014,8/21/2014,34.0,
"Like Father, Like Son (2014)",2014.0,334616,125.795,16044,8022.0,35,2,1/17/2014,4/3/2014,76.0,
The Guest (2014),2014.0,332890,161.05,84527,4448.789,53,19,9/17/2014,10/26/2014,39.0,
Elaine Stritch: Shoot Me,2014.0,327452,128.817,27853,13926.5,41,2,2/21/2014,4/24/2014,62.0,
Nymphomaniac: Volume II,2014.0,327167,138.865,74978,2499.267,31,30,4/4/2014,6/19/2014,76.0,
Stranger By the Lake,2014.0,325196,195.43,27599,13799.5,16,2,1/24/2014,5/8/2014,104.0,
On My Way,2014.0,317324,159.942,10536,10536.0,32,1,3/14/2014,5/15/2014,62.0,
Happy Ending,2014.0,313770,121.616,198702,1540.326,129,129,11/21/2014,12/11/2014,20.0,
The Hornet's Nest,2014.0,312706,66.097,26550,6637.5,57,4,5/9/2014,7/31/2014,83.0,
I Am Eleven,2014.0,310116,66.151,5800,2900.0,16,2,9/12/2014,7/2/2015,293.0,
A Five Star Life,2014.0,306917,201.919,15996,15996.0,20,1,7/18/2014,10/2/2014,76.0,
Mood Indigo,2014.0,303187,69.443,26511,13255.5,37,2,7/18/2014,11/13/2014,118.0,
Innocence (2014),2014.0,294039,46.16,235224,480.049,490,490,9/5/2014,9/18/2014,13.0,
The Dance of Reality,2014.0,293680,201.842,24768,12384.0,15,2,5/23/2014,8/28/2014,97.0,
Antarctica: A Year on Ice,2014.0,288757,81.57,32238,4029.75,30,8,11/28/2014,3/26/2015,118.0,
The Last of Robin Hood,2014.0,288545,184.965,25821,12910.5,78,2,8/29/2014,9/18/2014,20.0,
Elsa & Fred (2014),2014.0,285863,152.868,65275,1919.853,34,34,11/7/2014,1/1/2015,55.0,
Kundo: Age of the Rampant,2014.0,280958,371.638,120857,4316.321,28,28,8/29/2014,9/25/2014,27.0,
"20,000 Days on Earth",2014.0,279558,83.202,27879,27879.0,28,1,9/17/2014,1/15/2015,120.0,
The Unknown Known,2014.0,276497,38.402,64315,3573.056,80,18,4/4/2014,7/3/2014,90.0,
Main Tera Hero,2014.0,274579,178.298,162404,2109.143,77,77,4/4/2014,4/24/2014,20.0,
Night Moves,2014.0,271755,41.125,21488,10744.0,56,2,5/30/2014,9/25/2014,118.0,
Love on the Cloud (Wei Ai),2014.0,271734,444.01,67967,3998.059,17,17,12/24/2014,1/29/2015,36.0,
The Love Punch,2014.0,266588,73.44,26420,660.5,121,40,5/23/2014,6/22/2014,30.0,
Life of Crime,2014.0,265452,265.718,104300,2818.919,37,37,8/29/2014,9/25/2014,27.0,
Ernest & Celestine,2014.0,262075,108.385,13078,13078.0,39,1,2/28/2014,5/1/2014,62.0,
Blue Ruin,2014.0,258384,68.319,32608,4658.286,61,7,4/25/2014,6/26/2014,62.0,
The Green Prince,2014.0,258237,141.577,32698,8174.5,24,4,9/12/2014,11/27/2014,76.0,
The Zero Theorem,2014.0,257706,120.311,83803,1330.206,63,63,9/19/2014,10/23/2014,34.0,
Action Jackson (2014),2014.0,256872,158.075,171795,1374.36,125,125,12/5/2014,12/18/2014,13.0,
Alive Inside,2014.0,256682,123.405,7200,7200.0,20,1,7/18/2014,10/30/2014,104.0,
The Blue Room,2014.0,254666,97.798,21809,7269.667,42,3,10/3/2014,12/4/2014,62.0,
National Gallery,2014.0,253941,120.067,10049,10049.0,15,1,11/5/2014,3/26/2015,141.0,
Tazza: The Hidden Card,2014.0,251555,672.607,24106,24106.0,11,1,9/19/2014,10/23/2014,34.0,
The Galapagos Affair: Satan Came to Eden,2014.0,247159,153.993,5185,5185.0,15,1,4/4/2014,7/20/2014,107.0,
James Cameron's Deepsea Challenge 3D,2014.0,235659,129.199,149879,493.023,304,304,8/8/2014,8/14/2014,6.0,
Art and Craft,2014.0,235037,84.546,20879,10439.5,20,2,9/19/2014,2/5/2015,139.0,
Diplomacy,2014.0,230880,161.681,8518,8518.0,14,1,10/15/2014,1/25/2015,102.0,
Dr. Cabbie (U.S. only),2014.0,225490,68.33,118732,539.691,220,220,11/26/2014,12/11/2014,15.0,
The Suspect (2014),2014.0,218693,404.987,86137,4306.85,20,20,1/10/2014,2/6/2014,27.0,
Supermensch: The Legend of Shep Gordon,2014.0,213064,60.945,23017,5754.25,46,4,6/6/2014,8/21/2014,76.0,
The Breakup Guru,2014.0,208959,580.442,62717,5226.417,12,12,6/27/2014,7/27/2014,30.0,
Rob the Mob,2014.0,208693,112.201,13833,13833.0,30,1,3/21/2014,5/22/2014,62.0,
Jinn,2014.0,202348,167.784,149337,742.97,201,201,4/4/2014,4/10/2014,6.0,
Bethlehem,2014.0,201700,434.698,69700,2680.769,29,26,3/7/2014,3/23/2014,16.0,
The Double (2014),2014.0,200406,120.436,14646,7323.0,16,2,5/9/2014,8/21/2014,104.0,
Listen Up Philip,2014.0,200126,64.143,23284,11642.0,30,2,10/17/2014,1/29/2015,104.0,
